Flight,Time,Length,Airline,AirportFrom,AirportTo,DayOfWeek,Class
785.0,1085.0,74.0,FL,PHF,LGA,2,1
2421.0,595.0,154.0,XE,PHX,IAH,1,0
1107.0,1190.0,90.0,DL,SLC,RNO,6,1
3752.0,825.0,60.0,WN,SAT,DAL,4,1
6618.0,,61.0,OO,SBP,SFO,5,0
612.0,,148.0,US,PDX,PHX,5,0
1697.0,,188.0,DL,PHL,MSP,3,1
1877.0,1360.0,190.0,AA,DFW,LAS,3,0
59.0,420.0,405.0,AA,JFK,SFO,1,0
1452.0,852.0,88.0,DL,ATL,CVG,5,0
5469.0,855.0,67.0,EV,MEM,MGM,5,0
817.0,575.0,255.0,WN,SJC,MDW,1,1
498.0,1135.0,,F9,CAK,DEN,3,0
284.0,,310.0,AA,HNL,LAX,7,0
2493.0,1285.0,96.0,XE,IAH,ICT,1,0
6921.0,499.0,118.0,OO,MAF,DEN,5,1
1098.0,1170.0,139.0,FL,MCO,IND,6,0
3011.0,875.0,201.0,XE,IAD,IAH,3,1
3068.0,565.0,74.0,XE,IAH,HRL,2,1
2167.0,540.0,78.0,US,LGA,DCA,2,0
2882.0,935.0,175.0,WN,TPA,MHT,4,1
1526.0,1235.0,135.0,AA,DFW,MCO,3,1
141.0,1215.0,193.0,B6,JFK,RSW,2,0
560.0,1250.0,105.0,AA,ORD,DCA,1,1
1197.0,825.0,316.0,US,PHL,PHX,7,1
18.0,360.0,146.0,UA,LAX,DEN,6,0
265.0,1153.0,327.0,UA,PIT,LAX,1,1
1822.0,1300.0,119.0,DL,DTW,BOS,7,1
1928.0,1230.0,64.0,US,PHL,PVD,3,0
623.0,465.0,100.0,WN,DAL,STL,6,0
7799.0,518.0,97.0,OO,COD,SLC,6,0
2616.0,,,DL,LAS,DTW,2,1
2254.0,555.0,60.0,WN,TUL,DAL,4,1
43.0,480.0,155.0,WN,MCO,BDL,3,0
3009.0,935.0,65.0,MQ,LAX,MRY,3,0
6859.0,906.0,,OO,DEN,PDX,4,1
11.0,1285.0,185.0,B6,JFK,FLL,7,1
4140.0,665.0,90.0,MQ,ORD,MCI,1,0
6300.0,595.0,46.0,OO,PSP,LAX,3,1
6640.0,431.0,79.0,OO,BFL,SFO,2,1
1548.0,1055.0,118.0,DL,DTW,LGA,5,0
6847.0,808.0,117.0,OO,OTH,SFO,3,1
3078.0,835.0,159.0,XE,IAH,RIC,3,1
1994.0,485.0,279.0,DL,PHX,JFK,4,0
662.0,636.0,232.0,UA,SFO,MSP,1,1
3949.0,700.0,70.0,WN,BNA,CMH,3,1
1877.0,1233.0,81.0,DL,ATL,PNS,7,1
1009.0,950.0,250.0,WN,LAS,PIT,5,1
1255.0,973.0,99.0,B6,BOS,IAD,1,0
245.0,540.0,78.0,B6,OAK,LGB,2,0
154.0,751.0,152.0,B6,MCO,JFK,4,0
5128.0,840.0,59.0,,ATL,MGM,2,0
1100.0,1044.0,,CO,EWR,BOS,1,0
560.0,790.0,112.0,UA,SFO,SLC,1,0
2628.0,500.0,160.0,XE,SAV,IAH,6,1
2038.0,650.0,185.0,AA,MIA,DTW,7,1
1425.0,365.0,75.0,AA,STL,ORD,6,0
688.0,733.0,122.0,FL,ICT,ATL,7,0
4250.0,410.0,135.0,MQ,AVP,ORD,7,0
3930.0,1250.0,95.0,MQ,ORD,OMA,5,0
1506.0,1160.0,126.0,CO,IAH,TPA,7,1
1625.0,510.0,325.0,AA,SJU,DFW,2,0
1150.0,835.0,90.0,WN,BHM,MCO,6,1
4347.0,615.0,85.0,MQ,DTW,ORD,7,1
944.0,820.0,50.0,WN,OKC,DAL,2,1
1050.0,1020.0,155.0,WN,PIT,TPA,7,0
6468.0,,184.0,OO,GRR,DEN,6,0
1206.0,430.0,126.0,FL,RIC,MCO,2,0
832.0,965.0,245.0,WN,OAK,MDW,3,0
2154.0,375.0,252.0,DL,LAX,ATL,4,1
1763.0,1035.0,91.0,DL,RDU,ATL,6,0
390.0,545.0,,WN,LAX,OAK,4,1
5396.0,1076.0,93.0,EV,GNV,ATL,5,1
881.0,545.0,173.0,UA,BOS,ORD,6,0
789.0,880.0,155.0,AA,ORD,DEN,7,1
1017.0,1040.0,37.0,YV,HNL,LIH,5,0
5305.0,985.0,,EV,MGM,MEM,1,0
1443.0,515.0,175.0,WN,MCO,MDW,7,0
1467.0,695.0,60.0,WN,LAS,ONT,1,1
846.0,1055.0,135.0,WN,MCO,CMH,5,1
797.0,455.0,365.0,US,PHL,LAX,7,0
1512.0,1100.0,105.0,AA,ORD,DCA,4,0
5053.0,1245.0,65.0,EV,ATL,VLD,4,0
926.0,590.0,130.0,US,CLT,ORD,2,1
340.0,450.0,171.0,DL,ATL,MSP,7,0
263.0,972.0,49.0,HA,ITO,HNL,4,0
667.0,1265.0,210.0,CO,SEA,ANC,2,1
635.0,362.0,139.0,UA,RDU,ORD,3,0
6614.0,882.0,131.0,OO,PSC,DEN,4,1
4834.0,1079.0,70.0,OO,LAX,LAS,5,1
6729.0,1165.0,100.0,OO,DEN,XNA,4,0
3845.0,360.0,105.0,9E,AVP,DTW,5,0
52.0,1140.0,60.0,WN,HOU,DAL,4,1
172.0,1424.0,308.0,B6,SMF,JFK,6,0
528.0,1157.0,77.0,FL,MEM,ATL,5,0
6316.0,580.0,85.0,OO,ONT,SFO,4,1
421.0,360.0,60.0,WN,TUL,DAL,3,0
1204.0,420.0,72.0,DL,JAC,SLC,5,0
4129.0,1075.0,,MQ,CMI,ORD,2,0
106.0,1290.0,202.0,AS,ANC,SEA,3,1
1175.0,480.0,,CO,EWR,ORD,1,0
2734.0,350.0,50.0,MQ,ABI,DFW,3,0
5208.0,535.0,93.0,EV,DCA,BOS,5,0
420.0,811.0,257.0,DL,ATL,PHX,2,0
1170.0,895.0,87.0,US,CLT,PIT,3,1
16.0,750.0,335.0,AA,SFO,JFK,4,1
4330.0,960.0,80.0,,CVG,ORD,2,0
626.0,1150.0,55.0,WN,TPA,FLL,5,0
627.0,550.0,210.0,AA,BOS,MIA,1,0
2922.0,430.0,230.0,DL,PHX,DTW,3,1
6602.0,745.0,113.0,OH,JAX,DCA,2,0
1177.0,735.0,95.0,DL,RDU,ATL,4,0
7245.0,830.0,111.0,YV,ATL,IAD,6,0
1735.0,465.0,265.0,US,LAX,CLT,5,0
6380.0,884.0,,OO,BOI,SFO,4,1
396.0,765.0,,WN,STL,FLL,1,1
6597.0,719.0,144.0,OO,BZN,SFO,4,0
1615.0,515.0,175.0,WN,DEN,SFO,3,1
3075.0,850.0,113.0,XE,PVD,CLE,2,0
1271.0,1259.0,137.0,FL,MCO,DAY,1,1
2207.0,1105.0,80.0,WN,ELP,PHX,5,1
2355.0,,309.0,DL,ATL,LAX,3,1
1487.0,1320.0,176.0,DL,MSP,SLC,7,1
2620.0,660.0,102.0,XE,ICT,IAH,7,0
596.0,,128.0,FL,ATL,ROC,4,1
1987.0,495.0,198.0,DL,PHL,MSP,4,0
2001.0,1095.0,135.0,WN,LAX,DEN,5,1
2879.0,570.0,80.0,WN,SFO,LAX,7,1
6512.0,870.0,164.0,OH,MEM,EWR,4,0
2589.0,,127.0,XE,CLE,MCI,2,0
1944.0,545.0,125.0,WN,OAK,SEA,7,1
867.0,710.0,95.0,UA,SFO,LAX,7,1
4371.0,930.0,72.0,9E,DTW,TVC,5,1
1101.0,1140.0,89.0,CO,BOS,EWR,2,1
5925.0,762.0,119.0,XE,OKC,ORD,4,1
6839.0,740.0,99.0,OO,ORD,OMA,3,1
2119.0,480.0,75.0,US,BOS,LGA,4,0
1529.0,630.0,,DL,JFK,LAS,3,0
3099.0,931.0,102.0,XE,XNA,IAH,4,0
2278.0,1089.0,,DL,SAN,SLC,3,1
29.0,685.0,105.0,,STL,DAL,3,1
2990.0,1065.0,109.0,YV,PHX,RNO,2,0
5416.0,685.0,99.0,EV,LFT,ATL,1,0
5440.0,898.0,77.0,EV,ATL,GNV,4,0
1202.0,1010.0,160.0,,BDL,MDW,4,1
823.0,750.0,75.0,FL,BWI,BOS,5,0
2136.0,1020.0,72.0,US,LGA,BOS,3,0
259.0,961.0,342.0,B6,FLL,LGB,3,1
1634.0,720.0,100.0,US,TPA,CLT,1,1
1687.0,,200.0,AA,JFK,MIA,5,1
277.0,1022.0,380.0,B6,FLL,SFO,1,1
2722.0,35.0,224.0,DL,PHX,DTW,4,0
4816.0,705.0,,OO,SFO,SLC,4,0
494.0,439.0,86.0,FL,CLT,BWI,6,0
6578.0,520.0,147.0,OH,DTW,XNA,2,1
178.0,641.0,,F9,TUS,DEN,4,1
327.0,1230.0,,WN,MDW,IAD,5,1
470.0,910.0,157.0,AS,SEA,LAX,4,1
782.0,445.0,240.0,WN,LAX,MDW,4,0
333.0,400.0,245.0,CO,LGA,IAH,2,0
4389.0,840.0,75.0,MQ,BOS,JFK,3,0
2279.0,1165.0,135.0,XE,EWR,TYS,5,0
1098.0,1098.0,138.0,FL,MCO,IND,1,0
735.0,,306.0,CO,CLE,LAX,3,0
1356.0,805.0,55.0,WN,JAX,TPA,3,1
1976.0,1175.0,120.0,AA,DFW,IND,1,0
3840.0,855.0,120.0,MQ,ORD,ATL,6,0
480.0,861.0,297.0,UA,SFO,PIT,7,0
6480.0,450.0,,OO,YUM,LAX,6,1
606.0,1415.0,65.0,US,PHX,LAS,3,1
1774.0,905.0,135.0,CO,ATL,IAH,1,0
532.0,660.0,130.0,WN,MDW,ISP,1,0
1008.0,879.0,,,BOS,RSW,5,0
2532.0,584.0,175.0,XE,MSY,EWR,1,0
337.0,1250.0,133.0,B6,IAD,MCO,4,1
2163.0,1131.0,94.0,XE,TUL,IAH,2,0
766.0,240.0,169.0,B6,BQN,MCO,6,1
1421.0,1240.0,362.0,US,PHL,LAX,1,0
2592.0,980.0,185.0,DL,PHX,MSP,5,1
6950.0,770.0,103.0,OO,PHX,DEN,5,1
430.0,970.0,95.0,WN,MCO,BHM,1,1
3894.0,365.0,100.0,MQ,XNA,ORD,5,1
113.0,901.0,,FL,ATL,DFW,4,1
5393.0,513.0,76.0,EV,ATL,LEX,1,1
495.0,510.0,183.0,,SAN,SEA,5,0
2655.0,,90.0,DL,ATL,MEM,6,1
3809.0,1320.0,68.0,9E,DTW,TVC,2,1
6635.0,615.0,86.0,OH,BOS,JFK,7,0
6714.0,1159.0,134.0,OO,DEN,MEM,4,0
2302.0,1034.0,126.0,DL,TPA,MEM,4,0
5568.0,661.0,,EV,ATL,PIT,5,0
4538.0,855.0,172.0,OO,SLC,DFW,2,1
4295.0,750.0,110.0,9E,JFK,LWB,3,1
4588.0,865.0,180.0,MQ,LGA,MSP,4,1
3062.0,595.0,95.0,WN,ABQ,DAL,6,0
5976.0,1127.0,89.0,XE,LEX,ORD,1,1
2234.0,495.0,122.0,XE,EWR,DAY,1,0
764.0,1065.0,155.0,WN,MCO,BDL,3,1
1438.0,610.0,60.0,WN,MSY,BHM,7,1
481.0,530.0,279.0,,CLE,LAS,5,0
3590.0,840.0,140.0,WN,SEA,LAS,2,1
1998.0,570.0,60.0,WN,DAL,HOU,6,0
635.0,952.0,93.0,FL,BWI,DAY,6,1
362.0,618.0,98.0,UA,DEN,FSD,4,0
6585.0,,105.0,OO,BNA,ORD,4,0
2807.0,725.0,85.0,WN,LAS,ABQ,4,1
2805.0,1220.0,125.0,WN,DEN,AUS,5,1
4534.0,420.0,220.0,MQ,LGA,XNA,2,1
2331.0,1075.0,126.0,XE,BNA,IAH,1,0
1546.0,,220.0,DL,PHX,ATL,1,1
2029.0,400.0,217.0,DL,SMF,MSP,7,0
1103.0,590.0,65.0,AA,ORD,STL,2,0
2843.0,655.0,60.0,MQ,TXK,DFW,4,0
3656.0,625.0,66.0,9E,MSP,ATW,7,1
5956.0,1129.0,89.0,,CLE,ORD,1,1
303.0,645.0,240.0,CO,EWR,IAH,2,1
277.0,1190.0,155.0,US,PHX,IAH,5,1
1764.0,1077.0,,US,CLT,DCA,3,0
4608.0,1155.0,104.0,MQ,DTW,LGA,1,0
1434.0,614.0,86.0,,LGB,SFO,4,1
2685.0,1020.0,140.0,XE,MKE,EWR,5,1
238.0,569.0,210.0,CO,EWR,MIA,4,1
3320.0,1145.0,100.0,WN,BNA,BWI,2,0
1842.0,1375.0,260.0,AA,LAS,MIA,2,0
382.0,593.0,51.0,HA,HNL,ITO,5,0
1446.0,500.0,,DL,PHX,ATL,4,0
4685.0,600.0,90.0,OO,RAP,MSP,3,1
4029.0,1175.0,145.0,MQ,ORD,JAX,3,1
2173.0,1200.0,110.0,XE,EWR,GSO,3,1
1894.0,740.0,95.0,WN,MHT,BWI,6,1
1459.0,995.0,205.0,AA,LGA,MIA,5,1
5192.0,988.0,117.0,EV,ATL,MLI,3,0
3193.0,600.0,,WN,MDW,LAX,7,1
1764.0,,143.0,DL,MSP,DCA,6,0
5513.0,860.0,65.0,EV,MEM,MGM,7,0
420.0,811.0,257.0,DL,ATL,PHX,5,0
7249.0,880.0,90.0,YV,CLT,IAD,1,0
6384.0,675.0,120.0,OH,CVG,LGA,7,0
470.0,1170.0,,B6,RSW,BOS,5,1
889.0,506.0,96.0,UA,LAX,SFO,2,1
72.0,1045.0,495.0,AA,HNL,ORD,3,1
2834.0,1011.0,75.0,XE,IAH,JAN,4,1
4011.0,625.0,49.0,9E,LAN,DTW,1,0
3099.0,916.0,101.0,XE,XNA,IAH,1,0
1366.0,1195.0,160.0,WN,BWI,FLL,3,1
7137.0,1167.0,83.0,EV,CAE,IAD,3,0
1679.0,825.0,75.0,WN,SJC,SNA,6,0
6762.0,600.0,130.0,OH,MSP,PIT,3,1
4685.0,600.0,90.0,OO,RAP,MSP,2,0
3713.0,,118.0,9E,SWF,DTW,4,0
1964.0,1095.0,49.0,YV,HNL,ITO,7,0
388.0,685.0,145.0,WN,MCO,ISP,4,1
4984.0,475.0,95.0,EV,DCA,BOS,5,1
8.0,,60.0,WN,HRL,HOU,3,1
177.0,1079.0,401.0,,JFK,SFO,5,1
2069.0,595.0,105.0,DL,ATL,MCO,5,1
1657.0,1240.0,,DL,ATL,CLE,3,1
674.0,645.0,212.0,F9,DEN,MCO,1,0
2783.0,632.0,156.0,DL,BDL,ATL,5,1
2064.0,615.0,126.0,XE,IAH,IND,4,0
645.0,555.0,165.0,AA,SJU,MIA,2,0
872.0,680.0,146.0,FL,MSP,ATL,5,0
340.0,870.0,174.0,CO,SLC,IAH,5,1
1181.0,890.0,,US,CLT,IAH,7,0
759.0,,135.0,WN,DEN,MDW,4,0
4281.0,,65.0,MQ,ORD,EVV,2,0
994.0,785.0,80.0,WN,PHL,BOS,4,1
166.0,1345.0,330.0,UA,LAX,BOS,4,0
1659.0,1007.0,,DL,STL,ATL,7,0
955.0,,97.0,UA,SFO,SAN,3,1
1.0,550.0,385.0,AA,JFK,LAX,2,0
1842.0,1375.0,260.0,AA,LAS,MIA,5,1
3156.0,915.0,95.0,XE,CLE,PHL,3,1
1143.0,1040.0,150.0,CO,ATL,EWR,2,1
5382.0,1195.0,100.0,EV,DTW,TRI,1,1
938.0,755.0,320.0,WN,BWI,PHX,7,1
5108.0,751.0,,EV,FAY,ATL,7,1
1033.0,1150.0,102.0,DL,ATL,MSY,2,1
6678.0,805.0,46.0,OO,SFO,MRY,7,1
2183.0,545.0,162.0,XE,IND,IAH,5,0
1662.0,1160.0,131.0,CO,IAH,RSW,3,0
2025.0,480.0,94.0,US,BOS,DCA,2,1
1739.0,465.0,85.0,WN,OAK,LAS,5,1
4057.0,720.0,135.0,MQ,SYR,ORD,1,0
695.0,450.0,80.0,WN,SNA,SJC,2,0
81.0,590.0,,US,PHX,BWI,7,1
17.0,790.0,365.0,,EWR,LAX,2,1
3315.0,400.0,80.0,MQ,DFW,JAN,5,0
686.0,720.0,150.0,WN,BWI,TPA,4,1
1759.0,,183.0,CO,SNA,IAH,7,1
7245.0,748.0,82.0,YV,IAD,PVD,1,0
3654.0,960.0,111.0,9E,ICT,MSP,4,0
2642.0,545.0,83.0,XE,IAH,OKC,5,0
4845.0,819.0,155.0,OO,OMA,SLC,5,0
981.0,770.0,140.0,WN,GEG,LAS,7,0
964.0,924.0,116.0,FL,ATL,ACY,3,0
5990.0,754.0,99.0,XE,ORD,LNK,2,0
165.0,1139.0,384.0,B6,JFK,PDX,6,1
2735.0,615.0,50.0,WN,TPA,JAX,3,0
6717.0,1170.0,,OO,SBA,SFO,7,1
6649.0,1175.0,85.0,OH,CVG,DTW,1,0
457.0,670.0,101.0,US,PHX,SLC,5,1
6846.0,,76.0,OO,SFO,SBA,4,1
33.0,,83.0,B6,ROC,JFK,6,0
368.0,745.0,227.0,CO,PHX,CLE,2,1
3057.0,635.0,65.0,MQ,FAT,LAX,5,0
1545.0,935.0,145.0,AA,DFW,TUS,2,1
128.0,1180.0,196.0,US,PHX,MKE,5,0
211.0,1095.0,,DL,JFK,LAS,4,1
6611.0,695.0,111.0,OO,DEN,PHX,2,0
6321.0,660.0,87.0,OH,ROC,JFK,3,0
4324.0,405.0,120.0,9E,BDL,RDU,1,0
1337.0,1145.0,155.0,WN,DEN,MSY,4,1
432.0,700.0,396.0,US,PHX,OGG,2,0
6847.0,1140.0,76.0,OO,SFO,SBA,1,0
6360.0,530.0,106.0,OH,DTW,CID,5,0
525.0,841.0,165.0,B6,EWR,MCO,2,1
1185.0,740.0,160.0,FL,TPA,GRR,7,0
538.0,835.0,154.0,,SEA,ONT,2,0
6371.0,815.0,,OH,ATL,LEX,1,0
6922.0,1103.0,,OO,LAX,PSP,7,1
2908.0,564.0,94.0,XE,IAH,AMA,7,0
521.0,566.0,148.0,,BWI,TPA,5,0
401.0,,96.0,UA,SFO,LAX,1,1
632.0,760.0,81.0,FL,DAY,BWI,1,0
5007.0,520.0,,EV,CAE,ATL,1,0
539.0,935.0,160.0,WN,MCO,PVD,1,1
2279.0,1170.0,139.0,XE,EWR,TYS,2,0
2397.0,555.0,,DL,CVG,MIA,2,0
1230.0,615.0,177.0,DL,ATL,MSP,5,0
817.0,450.0,120.0,US,ORD,PHL,7,0
4566.0,1310.0,106.0,OO,SLC,RDM,2,1
2288.0,750.0,153.0,DL,ATL,BOS,7,0
76.0,795.0,,AS,JNU,SEA,4,1
323.0,805.0,67.0,CO,IAH,MSY,5,0
143.0,650.0,37.0,HA,HNL,LIH,1,0
1697.0,965.0,115.0,AA,STL,DFW,5,0
2238.0,800.0,100.0,DL,ATL,DCA,2,0
1079.0,715.0,115.0,WN,RDU,TPA,4,1
1003.0,1135.0,70.0,WN,ABQ,TUS,2,1
2611.0,985.0,65.0,YV,CLT,CHS,6,1
1214.0,665.0,145.0,AA,STL,LGA,2,0
6731.0,511.0,,OO,MKE,DEN,4,0
6511.0,1145.0,,OH,MEM,CVG,6,1
4090.0,865.0,100.0,9E,MEM,DSM,1,0
1086.0,960.0,134.0,CO,IAH,MCO,7,1
1079.0,,60.0,CO,IAH,SAT,1,0
616.0,840.0,111.0,UA,ORD,DCA,5,1
4198.0,660.0,75.0,9E,DCA,JFK,3,1
691.0,1170.0,105.0,WN,TUL,DEN,3,1
4476.0,915.0,106.0,OO,SLC,GEG,5,0
1051.0,945.0,,FL,MCO,ABE,4,1
7119.0,1048.0,75.0,EV,IAD,ALB,3,0
921.0,390.0,169.0,B6,BOS,ORD,3,0
474.0,,125.0,WN,ORF,BNA,5,1
1228.0,360.0,,US,PBI,PHL,4,0
1076.0,480.0,175.0,WN,MCO,MDW,3,1
6668.0,605.0,113.0,OO,DEN,FAR,7,0
7000.0,1135.0,152.0,OO,DEN,RDM,5,0
2178.0,960.0,76.0,US,DCA,LGA,6,0
5449.0,990.0,55.0,EV,ATL,BHM,1,1
404.0,660.0,134.0,F9,LAX,DEN,6,0
180.0,1395.0,270.0,B6,PHX,JFK,1,1
6765.0,954.0,134.0,OO,SFO,ASE,1,1
2986.0,775.0,67.0,YV,PSP,PHX,6,0
6987.0,1079.0,,OO,ORD,IAH,7,0
1286.0,790.0,,US,MSY,PHL,2,0
6432.0,615.0,85.0,OO,SLC,DEN,7,0
455.0,510.0,97.0,US,PHX,SLC,4,0
2053.0,412.0,153.0,DL,OMA,ATL,4,0
1082.0,946.0,149.0,FL,MCO,STL,6,1
668.0,825.0,125.0,WN,IAD,MDW,7,0
7764.0,485.0,67.0,OO,SLC,PIH,3,1
867.0,910.0,,WN,FLL,MDW,3,1
4269.0,1050.0,134.0,9E,LIT,DTW,2,0
3085.0,360.0,152.0,XE,DSM,IAH,7,0
2102.0,1410.0,224.0,DL,LAS,ATL,4,0
566.0,1098.0,124.0,UA,ORD,ATL,2,0
516.0,1300.0,37.0,,HNL,OGG,1,0
801.0,470.0,97.0,US,CLT,MCO,4,0
4679.0,790.0,75.0,OO,BZN,SLC,1,0
388.0,,252.0,UA,TPA,DEN,4,1
4047.0,1185.0,,9E,MEM,LBB,1,0
1418.0,1008.0,149.0,FL,RSW,CAK,1,0
1512.0,1100.0,105.0,,ORD,DCA,2,1
2417.0,545.0,120.0,XE,BTV,CLE,7,0
7281.0,745.0,75.0,YV,IAD,PVD,2,1
6851.0,971.0,51.0,OO,DEN,HDN,6,1
848.0,,95.0,FL,MCO,ATL,6,0
6657.0,485.0,215.0,OH,JFK,MSP,7,1
2833.0,,145.0,WN,DEN,SAN,5,1
4170.0,605.0,110.0,MQ,ORD,SYR,4,1
6263.0,609.0,57.0,OO,SFO,FAT,4,1
6364.0,375.0,47.0,OO,SBA,LAX,5,0
6387.0,1356.0,78.0,OO,SFO,PSP,6,1
2538.0,620.0,110.0,DL,ATL,DCA,6,0
5223.0,763.0,76.0,EV,TRI,ATL,5,0
217.0,,130.0,F9,AUS,DEN,4,1
1637.0,,235.0,AA,ORD,TUS,2,1
7279.0,708.0,,YV,MCI,IAD,4,0
1423.0,845.0,136.0,,TPA,IND,6,0
763.0,1000.0,67.0,CO,IAH,MSY,1,0
3045.0,1020.0,131.0,XE,EWR,IND,6,0
752.0,1275.0,200.0,CO,IAH,SLC,5,1
254.0,,134.0,FL,FNT,ATL,4,0
2565.0,520.0,336.0,DL,ATL,PDX,3,0
4103.0,1053.0,145.0,,ROC,ATL,2,1
2783.0,835.0,155.0,DL,ATL,AUS,2,0
4044.0,1070.0,115.0,MQ,XNA,ORD,2,0
1596.0,470.0,173.0,CO,LAS,IAH,6,0
2895.0,500.0,105.0,WN,ORF,JAX,2,1
842.0,780.0,120.0,WN,DEN,MSP,1,1
3700.0,765.0,123.0,9E,HOU,ATL,6,0
3833.0,760.0,,MQ,ORD,ATL,4,1
2385.0,430.0,75.0,AA,DFW,IAH,7,0
4596.0,680.0,97.0,OO,SLC,RDM,5,0
4477.0,440.0,99.0,OO,FCA,SLC,4,0
5091.0,1365.0,81.0,EV,ATL,JAN,7,1
101.0,635.0,151.0,FL,ATL,DFW,2,0
677.0,998.0,168.0,FL,MKE,MCO,7,1
220.0,,129.0,AS,SEA,SFO,3,0
580.0,885.0,,WN,PHX,SFO,2,1
3749.0,610.0,110.0,9E,DTW,MHT,6,1
1424.0,815.0,107.0,DL,ATL,BWI,3,0
586.0,1245.0,167.0,B6,FLL,HPN,2,0
7082.0,607.0,128.0,EV,CAE,ORD,2,1
4369.0,1040.0,80.0,MQ,CVG,ORD,7,0
157.0,485.0,65.0,WN,ONT,PHX,3,1
261.0,485.0,115.0,FL,MKE,DCA,3,0
6726.0,682.0,93.0,OO,DEN,JAC,3,0
2544.0,,,,DAL,IAH,7,0
4444.0,590.0,98.0,OO,SLC,RAP,5,1
5262.0,480.0,81.0,EV,BHM,ATL,1,0
1297.0,345.0,160.0,AA,DFW,MIA,7,1
6236.0,631.0,79.0,OO,FAT,LAS,4,0
2460.0,605.0,120.0,DL,MIA,ATL,1,0
2856.0,1350.0,319.0,DL,SAN,JFK,7,0
6342.0,1247.0,,OO,SAN,LAX,3,1
1060.0,1215.0,75.0,WN,OAK,LAX,1,1
459.0,620.0,80.0,WN,DEN,OMA,3,1
1888.0,410.0,125.0,AA,DFW,JAX,2,0
1074.0,839.0,159.0,DL,SLC,MSP,4,1
225.0,1439.0,,FL,LAS,MKE,1,0
7274.0,492.0,,YV,MCI,IAD,2,0
1599.0,430.0,,AA,DAY,DFW,5,0
3482.0,670.0,70.0,MQ,LIT,DFW,4,0
6971.0,986.0,110.0,OO,TUS,DEN,2,0
3881.0,1305.0,69.0,9E,ATL,TLH,6,0
1659.0,1225.0,85.0,AA,ORD,MCI,7,1
7128.0,754.0,,EV,IAD,CMH,6,0
1841.0,420.0,150.0,AA,SDF,DFW,1,0
1879.0,,65.0,AA,TPA,MIA,6,0
6562.0,1080.0,142.0,OH,ORD,JFK,2,1
7300.0,1006.0,116.0,YV,IAD,JAX,4,0
6648.0,997.0,94.0,OO,ICT,DEN,6,0
2438.0,505.0,,XE,CLE,ALB,5,1
6887.0,1120.0,80.0,OO,LAS,LAX,7,0
2382.0,710.0,125.0,WN,MCO,BWI,4,0
161.0,1035.0,360.0,AA,LAX,OGG,4,0
6838.0,968.0,82.0,OO,SFO,SBA,1,0
250.0,1221.0,,CO,IAH,RDU,7,1
192.0,1270.0,73.0,US,PHX,SAN,4,0
706.0,475.0,125.0,CO,IAH,TPA,1,0
3763.0,,200.0,WN,DEN,BWI,7,0
5339.0,555.0,100.0,EV,ATL,BTR,6,0
1798.0,900.0,179.0,DL,FLL,LGA,4,0
3997.0,720.0,115.0,MQ,FAR,ORD,4,0
1065.0,750.0,180.0,WN,BNA,DEN,1,1
3754.0,510.0,165.0,MQ,ORD,AUS,5,1
2673.0,395.0,185.0,DL,LGA,MEM,4,0
107.0,786.0,269.0,UA,ORD,LAX,2,0
2778.0,830.0,188.0,DL,SLC,MEM,6,1
5546.0,,58.0,,ATL,GSP,7,0
605.0,790.0,164.0,AS,LAS,SEA,2,0
704.0,800.0,234.0,US,PHX,CLT,6,1
134.0,662.0,,B6,RSW,JFK,2,0
5900.0,1331.0,68.0,XE,IAD,BUF,7,1
1662.0,970.0,210.0,AA,LAS,ORD,5,0
2244.0,395.0,229.0,DL,SAN,MSP,4,0
1402.0,1075.0,65.0,AA,AUS,DFW,3,1
398.0,910.0,148.0,B6,MCO,LGA,3,0
2388.0,504.0,136.0,XE,COS,IAH,1,0
1571.0,1135.0,208.0,DL,JFK,MIA,1,1
2564.0,925.0,187.0,XE,EWR,MSP,1,0
5427.0,1095.0,72.0,EV,ATL,GNV,1,0
4456.0,685.0,65.0,MQ,JFK,BOS,4,0
1742.0,769.0,140.0,,PIT,MCO,3,0
6821.0,594.0,69.0,OO,RDD,SFO,2,0
4254.0,1125.0,110.0,MQ,ORD,AVP,4,1
204.0,556.0,314.0,B6,LGB,JFK,2,1
212.0,816.0,129.0,UA,GEG,DEN,1,0
1460.0,675.0,288.0,US,SFO,CLT,7,0
4332.0,925.0,110.0,MQ,ORD,SYR,3,0
527.0,420.0,,,BUR,SEA,5,0
1048.0,435.0,29.0,YV,LIH,HNL,5,0
220.0,540.0,181.0,CO,IAH,PHX,5,1
3919.0,840.0,115.0,MQ,LIT,ORD,1,0
1286.0,1045.0,63.0,,ATL,SAV,2,1
1539.0,960.0,124.0,DL,DCA,ATL,5,0
1312.0,1300.0,,DL,DTW,BDL,3,1
3946.0,,145.0,9E,BNA,MSP,5,1
576.0,705.0,95.0,WN,BNA,DTW,3,1
3348.0,1205.0,75.0,MQ,DFW,SGF,6,0
6932.0,934.0,93.0,OO,SFO,CEC,1,1
169.0,680.0,80.0,WN,LAS,RNO,7,1
609.0,,132.0,UA,DCA,ORD,3,0
2671.0,633.0,57.0,XE,BDL,EWR,2,1
4532.0,,80.0,MQ,DCA,JFK,2,0
1568.0,1137.0,123.0,CO,IAH,MCI,5,1
6628.0,420.0,,OH,DFW,CVG,3,0
406.0,1085.0,170.0,AA,ORD,AUS,4,0
